"","Site","State","SeasonYear","TOTAL","CALIDRIS","DOWITCHER","PHALAROPE","YELLOWLEGS","PLOVER","UNKLARGE","UNKMEDSMALL","AMAV","AMGP","BASA","BBPL","BBSA","BNST","DUNL","GRYE","HUGO","KILL","LBCU","LESA","LEYE","MAGO","PAGP","PESA","PIPL","REKN","REPH","RNPH","RUFF","RUTU","SAND","SEPL","SESA","SOSA","SPSA","STSA","UPSA","WATA","WESA","WHIM","WILL","WIPH","WISN","CUSA"
"828","Ninepipe NWR & WMA","Confederated Salish and Kootenai Tribes","Spring 2023",83,0,0,0,0,0,0,0,12,0,0,0,0,5,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"829","Pablo NWR","Confederated Salish and Kootenai Tribes","Spring 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"830","American Falls","Idaho","Spring 2023",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"831","Bear Lake NWR","Idaho","Spring 2023",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0
"832","Blacks Creek Reservoir","Idaho","Spring 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"833","Deer Flat NWR - Lake Lowell","Idaho","Spring 2023",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","Fort Boise WMA","Idaho","Spring 2023",156,0,5,0,36,0,0,0,6,0,0,0,0,34,0,0,0,48,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Hubbard Reservoir","Idaho","Spring 2023",8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Indian Creek Reservoir","Idaho","Spring 2023",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"837","Mann Lake","Idaho","Spring 2023",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Market Lake WMA","Idaho","Spring 2023",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"839","Minidoka NWR","Idaho","Spring 2023",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"840","Mud Lake WMA","Idaho","Spring 2023",20,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"841","Oxford Slough","Idaho","Spring 2023",86,0,0,0,2,0,0,0,54,0,0,0,0,19,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"842","Roswell Marsh WHA","Idaho","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Wilson Drainage Pond","Idaho","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844","Jicarilla Lakes","Jicarilla Apache Nation","Spring 2023",84,0,4,0,0,0,0,0,35,0,0,0,0,0,0,21,0,6,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"845","Benton Lake NWR","Montana","Spring 2023",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"846","Big Lake - Grass Lake NWR","Montana","Spring 2023",434,0,11,0,0,0,0,0,342,0,0,1,0,11,0,0,0,9,0,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,2,0,0
"847","Bowdoin NWR","Montana","Spring 2023",91,0,0,0,0,0,0,0,13,0,0,0,0,6,0,5,0,12,8,2,4,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0
"848","Canyon Ferry Lake","Montana","Spring 2023",554,0,0,0,0,0,0,0,412,0,0,0,0,23,0,1,0,8,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"849","Clark Canyon Reservoir","Montana","Spring 2023",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"850","Cottonwood Reservoir","Montana","Spring 2023",868,0,0,0,0,0,0,0,850,0,0,0,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0
"851","Ennis Lake","Montana","Spring 2023",18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"852","Freezeout Lake WMA","Montana","Spring 2023",488,0,0,0,0,0,0,0,362,0,0,0,0,9,0,1,0,36,2,1,1,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,17,0,3,0
"853","Goose Lake wetland complex","Montana","Spring 2023",64,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5,4,15,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
"854","Harrison/Willow Creek Reservoir","Montana","Spring 2023",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","Lee Metcalf NWR","Montana","Spring 2023",32,0,2,0,1,0,0,0,19,0,0,0,0,0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Medicine Lake NWR Complex","Montana","Spring 2023",60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"857","Nelson Reservoir","Montana","Spring 2023",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858","Spidel WPA","Montana","Spring 2023",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0
"859","Syme Slough","Montana","Spring 2023",31,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"860","Warm Springs Reservoir (MT)","Montana","Spring 2023",30,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,8,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"861","Flathead Lake","Montana & Confederated Salish and Kootenai Tribes","Spring 2023",46,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"862","Morgan Lake","Navajo Nation","Spring 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"863","23 Mile Reservoir","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","Artesia Lake","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Ash Meadows NWR","Nevada","Spring 2023",56,0,21,0,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0
"866","Bassett Lake and Slough","Nevada","Spring 2023",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"867","Bowman Reservoir (Logendale)","Nevada","Spring 2023",8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"868","Boyd Reservoir","Nevada","Spring 2023",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","Comins Lake area","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","Continental Lake","Nevada","Spring 2023",207,0,5,0,0,0,0,0,125,0,0,0,0,5,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,0,0
"871","Crintendon Reservoir","Nevada","Spring 2023",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Dake Reservoir","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Deer Creek Reservoir","Nevada","Spring 2023",20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Diamond Valley (Playa Wells)","Nevada","Spring 2023",52,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"875","Duck Flat","Nevada","Spring 2023",11,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","Gridley Lake","Nevada","Spring 2023",67,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"877","Henderson Sewage Ponds","Nevada","Spring 2023",40,0,5,0,0,0,0,0,8,0,0,0,0,4,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"878","Humboldt WMA","Nevada","Spring 2023",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Illipah Reservoir","Nevada","Spring 2023",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"880","J.D. Ranch pond","Nevada","Spring 2023",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Jakes Creek Reservoir","Nevada","Spring 2023",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","Key Pittman WMA","Nevada","Spring 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"883","Lahontan Valley","Nevada","Spring 2023",2271,295,568,0,0,0,0,0,428,0,0,126,0,356,237,5,0,13,7,184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"884","Lake Mead NRA","Nevada","Spring 2023",192,0,0,0,0,0,0,0,110,0,0,0,0,49,5,1,0,0,6,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0
"885","Mason Valley WMA","Nevada","Spring 2023",16,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"886","Massacre Lake","Nevada","Spring 2023",124,0,0,0,2,0,0,0,116,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","Newark Valley","Nevada","Spring 2023",24,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"888","Overton WMA","Nevada","Spring 2023",59,0,44,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"889","Pahranagat NWR","Nevada","Spring 2023",48,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"890","Parker Reservoir","Nevada","Spring 2023",22,0,2,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"891","Ruby Valley","Nevada","Spring 2023",115,0,7,0,0,0,0,0,91,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0
"892","Settelmeyer Ranches","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893","Sheldon NWR","Nevada","Spring 2023",41,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","Sleeper Mine","Nevada","Spring 2023",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Smoke Creek Desert","Nevada","Spring 2023",77,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","Snow Water Lake","Nevada","Spring 2023",24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","South Fork Reservoir","Nevada","Spring 2023",25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"898","Swan Lake NSA","Nevada","Spring 2023",24,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"899","Upper Las Vegas Wash","Nevada","Spring 2023",30,0,11,0,0,0,0,0,2,0,0,0,0,7,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Wabuska Marshes","Nevada","Spring 2023",27,0,2,0,0,0,0,0,12,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0
"901","Walker Lake","Nevada","Spring 2023",34,9,0,0,0,0,0,0,8,0,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"902","Washoe Lake wetlands","Nevada","Spring 2023",33,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"903","Weber Reservoir","Nevada","Spring 2023",80,0,63,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0
"904","White Lake","Nevada","Spring 2023",9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Wildhorse Reservoir SRA","Nevada","Spring 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","Winnemucca Lake","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907","Zaga Ranch Pond","Nevada","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908","Zunino Reservoir (Jiggs)","Nevada","Spring 2023",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"909","Bernardo WMA","New Mexico","Spring 2023",15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Bosque del Apache NWR","New Mexico","Spring 2023",480,10,220,0,0,0,0,0,16,0,0,0,0,23,0,7,0,20,2,9,42,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,38,0,54,28,5,0
"911","Caballo Lake","New Mexico","Spring 2023",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,18,0,0,0
"912","Holloman Lake","New Mexico","Spring 2023",454,75,43,0,0,0,0,0,32,1,0,0,0,53,0,0,0,27,0,8,33,0,0,0,0,0,0,0,0,0,0,1,32,0,0,15,0,0,23,0,28,68,0,0
"913","La Joya WMA","New Mexico","Spring 2023",19,0,0,0,1,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"914","Las Vegas NWR","New Mexico","Spring 2023",33,0,5,0,6,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"915","Maxwell NWR","New Mexico","Spring 2023",331,132,47,1,19,0,0,0,75,0,0,0,0,5,0,2,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,14,28,0,0
"916","W.S. Huey WMA","New Mexico","Spring 2023",25,0,0,0,0,0,0,0,2,0,0,0,0,10,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917","Alkali Lakes","Oregon","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918","Antelope Reservoir","Oregon","Spring 2023",431,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,4,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"919","Bully Creek Reservoir","Oregon","Spring 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920","Burns Sewage Ponds","Oregon","Spring 2023",77,0,12,0,0,0,0,0,10,0,0,0,0,5,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"921","Chewaucan Marsh","Oregon","Spring 2023",489,88,0,0,0,0,0,0,102,0,0,0,0,227,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,34,4,0,0
"922","Cold Springs NWR","Oregon","Spring 2023",27,0,0,0,0,0,0,0,2,0,0,0,0,12,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923","Cow Lakes","Oregon","Spring 2023",249,0,0,0,0,0,0,0,65,0,0,1,0,1,0,0,0,2,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"924","Crane Creek Hot Springs","Oregon","Spring 2023",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"925","Drews Reservoir","Oregon","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","Harney Basin","Oregon","Spring 2023",2439,0,100,0,0,0,0,0,1093,0,0,6,0,32,507,0,0,1,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,201,61,1,0
"927","Klamath Basin","Oregon","Spring 2023",104,0,15,0,0,0,0,0,33,0,0,0,0,15,6,6,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
"928","Lake Abert","Oregon","Spring 2023",958,697,0,0,0,0,0,0,138,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
"929","Malheur Lake and NWR","Oregon","Spring 2023",2002,0,23,0,0,0,0,0,556,0,0,65,0,164,1020,0,0,1,4,32,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,0,0
"930","Malheur Reservoir","Oregon","Spring 2023",59,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","Summer Lake","Oregon","Spring 2023",1860,427,129,0,19,4,0,0,416,0,4,2,0,194,2,23,0,47,9,394,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,116,5,0,0
"932","Umatilla NWR","Oregon","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","Warm Springs Reservoir (OR)","Oregon","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934","Warner Valley","Oregon","Spring 2023",37,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"935","Yonna Valley","Oregon","Spring 2023",143,70,24,0,4,0,0,0,32,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"936","Pyramid Lake","Pyramid Lake Paiute Tribe","Spring 2023",142,29,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,43,0,0,0,0,0,0,0,41,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
"937","Amalga Barrens Sanctuary","Utah","Spring 2023",116,0,0,0,0,0,0,0,33,0,0,0,0,22,0,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"938","Fish Springs NWR","Utah","Spring 2023",359,0,54,0,2,0,0,0,167,0,0,1,0,16,0,9,0,10,3,33,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,9,1,0,0
"939","Great Salt Lake","Utah","Spring 2023",83047,233,2416,10953,73,0,52,0,41685,0,6,31,0,4941,0,460,0,274,197,94,614,5715,0,0,0,0,0,2876,0,0,19,7,2,0,6,0,0,0,1817,2,1665,8483,12,0
"940","Utah Lake","Utah","Spring 2023",606,6,53,0,0,0,0,0,102,0,2,0,0,14,0,0,0,76,3,2,6,3,0,1,0,0,0,0,0,0,0,1,0,0,18,0,0,0,6,0,313,0,0,0
"941","Byron Ponds complex","Washington","Spring 2023",4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","Columbia NWR","Washington","Spring 2023",12,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943","Crab Creek Hwy 26 ponds","Washington","Spring 2023",29,0,0,0,2,0,0,0,4,0,0,0,0,20,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","Dodson Road Wasteways","Washington","Spring 2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","Hanford Reach and Saddle Mtn NWR","Washington","Spring 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946","Othello Sewage Ponds","Washington","Spring 2023",127,0,0,0,0,0,0,0,2,0,0,0,0,4,107,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"947","Potholes Reservoir","Washington","Spring 2023",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
